id,name,award_level,total_credits,delivery_mode,campuses,url,tags,description
415840,Associate in Science | Code: 23049 | 72 credits,AS,60,TBD,TBD,TBD,data,"Students in the Funeral Services program are given a broad under standing of all phases of funeral home operations as well as the pub lic health responsibilities of the funeral director and embalmer. The Funeral Services Education degree program at Miami Dade College is accredited by the American Board of Funeral Service Education (ABFSE), 992 Mantua Pike, Suite 108, Woodbury Heights, NJ 08097,"
560169,Associate in Science | Code: 25075 | 60 credits,AS,60,TBD,TBD,TBD,ai;animation;cs,"The Game Development and Design program allows students to explore the entertainment technology landscape while still pursuing a broad-based education. With an emphasis on game programming, the program exposes students to the development and design processes. Students can further specialize in game design, production, engines and systems, graphics programming"
557965,Associate in Science | Code: 26031 | 64 credits,AS,60,TBD,TBD,TBD,,"The Graphic Design Technology A.S. degree program prepares students for employment as graphic designers, illustrators, photo editors, page layout artists, advertising designers, package designers, branding and visual identity designers. Coursework includes the pro duction workflow process from the design concept to the finished"
393041,Associate in Science | Code: 26050 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Graphic Internet Technology program is designed to prepare creative students for a rewarding and challenging career as web designers. Students learn the design and creation of websites, incor porating graphic interfaces, aesthetic content, streaming media and dynamic databases. Upon completion, students will have the skills needed to succeed in the fast-growing field of web design."
420851,Associate in Science - Health Sciences | Code: 23052 | 70 credits,AS,60,TBD,TBD,TBD,ai;data,"The Health Information Management program prepares the indi vidual for employment as a Health Information Technician in a vari ety of health care facilities. The technician may function in various capacities, having responsibilities such as coding of diagnoses and procedures; processing of health information; storage and retrieval of health information and statistical reporting. Other aspects of the curriculum include medical legal aspects, quality assessment and supervision of the daily operati"
726621,Associate in Science | Code: 23082 | 60 credits,AS,60,TBD,TBD,TBD,,
471987,Associate in Science - Health Sciences | Code: 23081 | 60 credits,AS,60,TBD,TBD,TBD,,The Health Sciences program provides students an introduction to the healthcare field and an in-depth science background to prepare them for a health-related career or a graduate professional health
680176,Associate in Science - Health Sciences | Code: 23064 | 76 credits,AS,60,TBD,TBD,TBD,ai;cs,"The Histologic Technology program prepares the student for employment in a wide choice of practice settings including hospitals, clinics, clinical laboratories, veterinary pathology and forensic pathology. A Histotechnologist will be able to freeze, embed, and cut tissues, mount tissue samples on slides and stain them with dyes to make the cell details visible under the micro scope. Graduates are eligible to sit for the Florida State Licensure and Registry with the American Society of Clinical P"
199688,Associate in Science | Code: 22016 | 60 credits,AS,60,TBD,TBD,TBD,,"The Hospitality and Tourism Management program provides profes sional preparation for a career in the hospitality industry. Hospitality management is presented as a core curriculum with emphasis on hotel, cruise-line, resorts, conventions, and institutional manage ment. An internship program is required to provide practical experi"
240809,Associate in Science | Code: 26030 | 75 credits,AS,60,TBD,TBD,TBD,data,"The Interior Design Technology program is planned to develop abil ity in the design of interiors, to encourage originality and to foster talent in this field. It includes theoretical and technical aspects of interior design. The program is open to those who study for pleasure"
800643,Associate in Science | Code: 21005 | 60 credits,AS,60,TBD,TBD,TBD,ai;business,"The purpose of this program is to prepare students for employ ment in horticulture and landscape industries. The students will learn about plant growth, nutrition and fertilization, plant classification and identification, propagation, pest control, prun ing, maintenance and drainage. Students will also gain business management and job skills. Students pursuing the Horticulture Specialization will obtain the skills necessary for protecting, pro cessing, shipping and marketing of commercially via"
762083,Associate in Science | Code: 25047 | 60 credits,AS,60,TBD,TBD,TBD,,
159985,Associate in Science | Code: 25019 | 64 credits,AS,60,TBD,TBD,TBD,ai;business;data,"The Music Business Management program, one of three Music Business degree program options, is designed for students pursuing careers in the music or entertainment industries, with a focus on business skills and business knowledge specific to the music industry. The program combines a traditional music curriculum with industry-related courses and experiences. The Music Business curriculum includes copyright, publishing, artist development, the recording industry, sales, retailing, live concert pr"
556473,Associate in Science | Code: 25043 | 64 credits,AS,60,TBD,TBD,TBD,ai;business,"The Music Business Creative Performance program, one of three Music Business degree program options, provides a structured program for students who have a strong interest in performing, composing or arranging music, and want to develop a diverse set of skills and knowledge related to the music business/entertain ment industries. Students choosing this option study business, music business, music theory and music performance. This is the perfect program for students who want to manage their own"
774066,Associate in Science | Code: 25044 | 64 credits,AS,60,TBD,TBD,TBD,business;data,"The Music Business Creative Production program, one of three Music Business degree program options, is designed for students interested in music technology. Often referred to as sound record ing, this pathway provides students with hands-on experiences with the machines and software applications associated with audio production. MIDI, sound recording, music theory and other courses are completed within the context of Music Business studies. This course of study specifically includes miking techn"
713617,Associate in Science | Code: 25077 | 60 credits,AS,60,TBD,TBD,TBD,ai;architecture;cybersecurity;data;network,"The Networking Services Technology - Enterprise Cloud Computing program is designed to provide an opportunity to establish foun dation in architect scalable, highly available application solutions that leverage cloud computing services, utilizing best practices focusing on cloud security, cost, and reliability. Graduates will uti lize core design patterns and infrastructure expertise to implement solutions to deploy and maintain workloads and applications."
604669,Associate in Science | Code: 25062 | 60 credits,AS,60,TBD,TBD,TBD,ai;cybersecurity;network,"The Networking Services Technology - Network Infrastructure program provides an opportunity to establish a foundation in the field of network design and administration for employment in commercial, industrial and government institutions. The Network Infrastructure track offers the training needed to connect and secure multiple computing systems and software platforms. Students are additionally eligible to sit for the Cisco Certified Networking Associate (CCNA) certification exam. Graduates are p"
716172,Associate in Science - Health Sciences | Code: 23068 | 75 credits,AS,60,TBD,TBD,TBD,,"The Nuclear Medicine Technology program is designed to prepare selected students to qualify as nuclear medicine technologists in hospitals, outpatient diagnostic imaging centers, and private physician offices. These contributing members of the allied health team prepare and administer the tracer radio pharmaceuticals to the patients and record the image using computerized detection systems for medical diagnosis. Successful completion of this two- year program qualifies graduates to apply for the"
736512,Associate in Science - Nursing | Code: 23031 | 72 credits,AS,60,TBD,TBD,TBD,nursing,"The Accelerated Option in Nursing is designed to prepare the stu-dent with a baccalaureate degree in another discipline for a career as a Registered Nurse (RN). The content and clinical experiences are designed to meet the learning and professional socialization needs of this special category of student. The pro gram is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, GA., 30326, 404-975- 5000, acenursing.org and approved by"
234744,Associate in Science - Nursing | Code: 23028 | 72 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Generic Nursing Option is designed to prepare students without previous health care education for careers as Registered Nurses. The program is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, GA., 30326, 404-975-5000, acenursing.org and approved by the Florida Board of Nursing (FBON). Graduates are eligible to apply to take the National Council Licensing Examination for Registered Nurses (NCLEX-RN). See the School of Nur"
38652,Associate in Science - Nursing | Code: 23027 | 72 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Generic Nursing Option is designed to prepare students without previous health care education for careers as Registered Nurses. The program is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, GA., 30326, 404-975-5000, acenurs ing.org and approved by the Florida Board of Nursing (FBON). Graduates are eligible to apply to take the National Council Licensing Examination for Registered Nurses (NCLEX-RN). The part-time track "
244322,Associate in Science - Nursing | Code: 23025 | 72 credits,AS,60,TBD,TBD,TBD,nursing,"The Transition Option in Nursing is designed for students pursing the career of a professional nurse who hold a license or cer tificate in specific healthcare fields for practice as a Registered Nurse (RN).. The content and clinical experiences are designed to meet the learning and professional socialization needs of this special category of student. The program is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, GA., 30326,"
177971,Associate in Science - Nursing | Code: 23026 | 72 credits,AS,60,TBD,TBD,TBD,nursing,The Transition Option in Nursing is designed for students pursing the career of a professional nurse who hold a license or cer tificate in specific healthcare fields for practice as a Registered Nurse (RN). This option is designed for students who prefer a extended program of study. The content and clinical experiences are designed to meet the learning and professional socializa tion needs of this special category of student. The program is accredited by the Accreditation Commission for Educatio
857728,Associate in Science - Health Sciences | Code: 23041 | 72 credits,AS,60,TBD,TBD,TBD,ai;cs;data,"The Opticianry program simultaneously prepares students for three ophthalmic health care careers: optician, optometric technician and ophthalmic medical assistant. A concentrated presentation of gen eral education courses combined with career development and clinical experience accomplishes this multi-disciplinary approach. Among the marketable skills acquired are clinical data collection, ophthalmic fab rication and ophthalmic dispensing. The student begins working with patients during the thir"
615063,Associate in Science | Code: 27013 | 64 credits,AS,60,TBD,TBD,TBD,ai,"The Paralegal program prepares students to obtain entry-level employment in law offices, government agencies, banks or busi ness corporations. It also enables persons working in the field without a degree to upgrade their skills to become a quali fied paralegal. The MDC Paralegal program is approved by the American Bar Association. The American Bar Association defines a paralegal or as ""a person, qualified by education, training or work experience who is employed or retained by a lawyer, law off"
53228,Associate in Science | Code: 26032 | 64 credits,AS,60,TBD,TBD,TBD,ai;business;data,"The Photographic Technology program is designed to meet indi vidual students' needs for either further study or immediate employment in the field of commercial and industrial photography. Students develop a wide variety of photographic and art-related skills and the ability to use these skills to produce commercially viable photographs. Instruction covers portrait photography, still photography, fashion photography, illustrative photography as well as the business skills needed to manage a photo"
668993,Associate in Science - Health Sciences | Code: 23034 | 74 credits,AS,60,TBD,TBD,TBD,ai;data;nursing,"The Physical Therapist Assistant program prepares students for employment in hospitals, rehabilitation centers, nursing homes, pri vate practices or other qualified health agencies. Graduates will work under the direction and supervision of a physical therapist in the promotion of optimal human health and function through the appli cation of scientific principles to prevent, identify, correct or alleviate acute or prolonged physical disability of anatomic or physiologic origin. Externship or cli"
269266,Associate in Science | Code: 26029 | 64 credits,AS,60,TBD,TBD,TBD,ai,The possession of a private pilot's license is a requirement for admis sion into the Professional Pilot Technology Program. The Professional Pilot Technology program has been developed to produce gradu ates who will eventually be competitive applicants for beginning (First Officer) pilot positions with regional and mainline airlines. Graduates will have earned all of the necessary FAA Pilot Certificates and Ratings through Commercial Pilot. Optional additional recom mended ground and flight cour
183133,Associate in Science | Code: 23058 | 77 credits,AS,60,TBD,TBD,TBD,ai,"The Radiation Therapy program is designed to prepare students to function as a Radiation Therapist. The radiation Therapist is a key member of the health care team that use various forms of radia tion to treat cancer. Graduates will obtain extensive knowledge and cognitive skills needed to provide accurate treatment delivery and compassionate patient care. The educational process includes a close integration of classroom, laboratory, and clinical education. Upon completion of the program, gradua"
102929,Associate in Science | Code: 26043 | 64 credits,AS,60,TBD,TBD,TBD,ai;cs;engineering,"Cue Camera 1! Students are trained in a state of-the-art, high definition broadcast facility to perform all functions of a television production crew, including: director, camera operator, floor man ager, production assistant, technical director, graphics operator, audio engineer, and teleprompter operator. Field production and broadcasting practices enhance the student's advantage towards gaining lucrative employment in the expanding South Florida radio and television industries, as well as all"
509276,Associate in Science - Health Sciences | Code: 23037 | 77 credits,AS,60,TBD,TBD,TBD,ai,"The Radiography program is an Associate of Applied Science degree, which provides a broad base of education and perfor mance-based clinical experience in all technical aspects of work as a Radiographer. Experience is provided in all routine general and fluoroscopic procedures, special procedures and in the use of the specialized equipment and techniques available in the affiliated clinical education centers. The graduate is eligible to apply to take the Registry Examination of the American Regis"
380821,Associate in Science - Health Sciences | Code: 23046 | 77 credits,AS,60,TBD,TBD,TBD,ai,The Respiratory Care program prepares the successful graduates for employment in health agencies where they will work with the physician and other professionals in treating patients with respira tory ailments or injuries affecting the respiratory function. Emphasis will be placed on supervised clinical instruction and practice in local health care facilities. Completion of this two-year accredited pro gram enables the graduate to apply for entry into the Examination Process of the National Board
369378,Associate in Science - Health Sciences | Code: 23067 | 77 credits,AS,60,TBD,TBD,TBD,data,"The Respiratory Care CRT to RRT Completion program prepares the practicing Certified Respiratory Therapist (CRT) to acquire the Registered Respiratory Therapist (RRT) credential, by completing the program requirements in order to meet eligibility for the National Board for Respiratory Care (NBRC) RRT examination. The emphasis of the accelerated CRT to RRT completion program is on teaching the didactic, laboratory, and clinical competencies required of a registered respiratory therapist (RRT). CR"
560452,Associate in Science | Code: 23033 | 66 credits,AS,60,TBD,TBD,TBD,,The Sign Language Interpretation program (SLI) is designed to develop the skills necessary to interpret the communications between deaf or hard of hearing persons and hearing individuals in an accurate and effective manner. Students prepare to work as entry-level American Sign Language (ASL) interpreters or to trans
878393,Associate in Science | Code: 25067 | 60 credits,AS,60,TBD,TBD,TBD,ai;chemistry,"The Social and Human Services program with a specialization in Addiction Studies is designed to prepare students for employment as human services specialists, human services practitioners, chemical dependency practitioners, addiction specialists, mental health and social service practitioners, or to provide supplemental training for persons previously or currently employed in these occupations. The program is also designed to provide most of the general academic and addiction specific requiremen"
580257,Associate in Science | Code: 25026 | 60 credits,AS,60,TBD,TBD,TBD,,
694002,Associate in Science | Code: 23077 | 64 credits,AS,60,TBD,TBD,TBD,,
618647,Associate in Science | Code: 24050 | 60 credits,AS,60,TBD,TBD,TBD,data,This program is designed to provide bilingual students with the knowledge and skills necessary to carry out the work associated with areas of translation (written) and interpretation (oral) in the workplace. Graduates are prepared for positions as court ers. Graduates will have the basic foundation to establish their
631434,Associate in Science | Code: 28000 | 64 credits,AS,60,TBD,TBD,TBD,cs;cybersecurity,"The Transportation and Logistics degree provides core courses in transportation policy, law, safety, security, management and marketing, and an integrated understanding of the intermodal relationship between the various modes of transportation. In addi tion, college credit certificates will be offered in Intermodal Freight"
158919,Associate in Science - Health Sciences | Code: 23065 | 73 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Veterinary Technology program prepares students to assist veterinarians in their daily practice, working with all types of animals and in various disciplines within the realm of veterinary medicine. Tasks include providing nursing care to the sick or injured patient, handling and restraint, assisting during examinations and surgical procedures, performing dental hygiene and radio graphic exams and collection and analysis of diagnostic specimens. Graduates are eligible to apply to take the Ve"
458551,Associate in Science (AS),AS,60,TBD,TBD,TBD,,
759840,Associate in Science | Code: 26053 | 60 credits,AS,60,TBD,TBD,TBD,ai;cs;data;engineering,"The Biomedical Engineering Technology program prepares students for employment as Biomedical Engineering Technicians and Technologists and in related occupations in health-related fields. The program also provides supplemental training for persons currently or previously employed in these occupations. The program focuses on the understanding and applying of concepts in electronics, in addition to troubleshooting techniques, to digital, microprocessor, or computer-based systems as they relate to "
30259,Associate in Science | Code: 23024 | 76 credits,AS,60,TBD,TBD,TBD,ai,The Clinical Laboratory Sciences program prepares the graduate to work as part of the health care delivery team in a non-profit clinical laboratory or research laboratory. Clinical practice is conducted in local health care facilities under the supervision of qualified registered professional personnel. Graduates are eligible for Florida State Licensure and Registry with the American Society of Clinical Pathologists and equivalent licensure. CGS 1060C Introduction to Computer Technology & Applic
433582,Associate in Science | Code: 23021 | 88 credits,AS,60,TBD,TBD,TBD,,
58602,Associate in Science | Code: 23038 | 77 credits,AS,60,TBD,TBD,TBD,ai;cs;data,"The Diagnostic Medical Sonography Specialist program prepares the student to become a Diagnostic Medical Sonographer. The Diagnostic Medical Sonographer provides patient services, using diagnostic ultrasound under the supervision of a doctor of medicine or osteopathy who is responsible for the use and interpretation of ultrasound procedures. The sonographer assists the physician in gathering sonographic data necessary to reach NOTE: Students must seek advisement for proper mathematics course fro"
537727,Bachelor of Science (BS) in Early Childhood Education.,BS,120,TBD,TBD,TBD,,"History of the United States since 1877 CGS 1060C Introduction to Computer Technology and Applications Legal & Financial Issue in Child Care EEC 1311, EEC 1522, EEC 2201, EEC"
748719,Associate in Science | Code: 23047 | 73 credits,AS,60,TBD,TBD,TBD,,
272905,Associate in Science | Code: 23052 | 70 credits,AS,60,TBD,TBD,TBD,,The Health Information Technology program is designed to educate and prepare graduates with entry-level job
359433,Associate in Science | Code: 23081 | 60 credits,AS,60,TBD,TBD,TBD,ai;cs,The Health Sciences program provides students an introduction to the healthcare field and an in-depth science background to prepare them for a health-related career or a graduate professional health program or other NOTE: Students must seek advisement for proper mathematics course from discipline chairperson. CGS 1060C Introduction to Computer Technology & Applications Behavioral & Community Medicine 1 for PAS
772328,Associate in Science | Code: 23064 | 76 credits,AS,60,TBD,TBD,TBD,ai,The A.S. degree is designed for students who are looking for immediate entry into a career upon graduation. Most discipline courses directly relate to the identified career area. The remaining courses are comprised of general
166324,"Trade and Transportation Bachelor of Applied Science (BAS) degree, must see an advisor for appropriate course",BAS,120,TBD,TBD,TBD,,
610152,Associate in Arts degree is also available to the student planning to transfer to a senior institution after graduating,AA,60,TBD,TBD,TBD,ai;cs,from Miami Dade College. Consult an advisor about additional courses for such plans. NOTE: Students must seek advisement for proper mathematics course from discipline chairperson. CGS 1060C Introduction to Computer Technology & Applications TRACK 1 - DIGITAL MARKETING (18.00 Credits) TRACK 2 - SALES AND CUSTOMER SERVICE (18.00 Credits) NOTE: Students must seek advisement for proper mathematics course from discipline chairperson. NOTE: Students must seek advisement for proper mathematics course f
463042,Associate in Science | Code: 23068 | 75 credits,AS,60,TBD,TBD,TBD,ai;cs,The A.S. degree is designed for students who are looking for immediate entry into a career upon graduation. Most discipline courses directly relate to the identified career area. The remaining courses are comprised of general education courses. Students begin the discipline courses of the Nuclear Medicine Technology program in Fall term of each year. A total of 75 credits must be completed for this degree. NOTE: Students must seek advisement for proper mathematics course from discipline chairper
734326,Associate in Science | Code: 23031 | 72 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Accelerated Generic Nursing Option is designed to prepare students without previous health care education that hold a baccalaureate degree for careers as Registered Nurses. The program is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, Ga., 30326, 404-975-5000, acenursing.org and approved by the Florida Board of Nursing (FBON). Graduates are eligible to apply to write the National Council Licensing Examination for Regis"
553680,Associate in Science | Code: 23028 | 72 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Generic Nursing Option is designed to prepare students without previous health care education for careers as Registered Nurses. The program is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, Ga., 30326, 404-975-5000, acenursing.org and approved by the Florida Board of Nursing (FBON). Graduates are eligible to apply to write the National Council Licensing Examination for Registered Nurses (NCLEX-RN). Selection is based o"
497808,Associate in Science | Code: 23027 | 72 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Generic Nursing Option is designed to prepare students without previous health care education for careers as Registered Nurses. The program is accredited by the Accreditation Commission for Education in Nursing (ACEN), 3343 Peachtree Rd. N.E., Suite 850, Atlanta, Ga., 30326, 404-975-5000, acenursing.org and approved by the Florida Board of Nursing (FBON). Graduates are eligible to apply to write the National Council Licensing Examination for Registered Nurses (NCLEX-RN). Selection is based o"
314112,Associate in Science | Code: 23025 | 72 credits,AS,60,TBD,TBD,TBD,nursing,The Transition Option in Nursing is designed for students pursuing the career of a professional nurse who hold a
292137,Associate in Science | Code: 23026 | 72 credits,AS,60,TBD,TBD,TBD,nursing,The Transition Option in Nursing is designed for students pursuing the career of a professional nurse who hold a
878341,Associate in Science | Code: 23041 | 72 credits,AS,60,TBD,TBD,TBD,ai;cs;data,"The Opticianry program simultaneously prepares students for three ophthalmic health care careers: optician, optometric technician and ophthalmic medical assistant. A concentrated presentation of general education courses combined with career development and clinical experience accomplishes this multi-disciplinary approach. Among the marketable skills acquired are clinical data collection, ophthalmic fabrication and ophthalmic dispensing. The student begins working with patients during the third "
888103,Associate in Science | Code: 23034 | 74 credits,AS,60,TBD,TBD,TBD,ai;data;nursing,"The Physical Therapist Assistant program prepares students for employment in hospitals, rehabilitation centers, nursing homes, private practices or other qualified health agencies. Graduates will work under the supervision of a physical therapist in the promotion of optimal human health and function through the application of scientific principles to prevent, identify, correct or alleviate acute or prolonged physical disability of anatomic or physiologic origin. Externship or clinical practice i"
769488,Associate in Science | Code: 23037 | 77 credits,AS,60,TBD,TBD,TBD,,"The Radiography Program is a two-year (6 semester) course, not including general education courses, of study"
148998,Associate in Science | Code: 23046 | 76 credits,AS,60,TBD,TBD,TBD,ai;cs,The Respiratory Care program prepares the successful graduates for employment in health agencies where they will work with the physician and other professionals in treating patients with respiratory ailments or injuries affecting the respiratory function. Emphasis will be placed on supervised clinical instruction and practice in local health care facilities. Completion of this two-year accredited program enables the graduate to apply for entry into the Examination Process of the N.B.R.C.A grade 
402132,Associate in Science | Code: 23067 | 76 credits,AS,60,TBD,TBD,TBD,ai;cs;data,"The Respiratory Care CRT to RRT Completion program prepares the practicing Certified Respiratory Therapist (CRT) to acquire the Registered Respiratory Therapist (RRT) credential, by completing the program requirements in order to meet eligibility for the National Board for Respiratory Care (NBRC) RRT examination. The emphasis of the accelerated CRT to RRT completion program is on teaching the didactic, laboratory, and clinical competencies required of a registered respiratory therapist (RRT). CR"
739272,Associate in Science | Code: 23065 | 73 credits,AS,60,TBD,TBD,TBD,ai;nursing,"The Veterinary Technology program prepares students to assist veterinarians in their daily practice, working with all types of animals and in various disciplines within the realm of veterinary medicine. Tasks include providing total nursing care to the sick or injured patient, handling and restraint, assisting during examinations and surgical procedures, performing dental hygiene and radiographic exams and collection and analysis of diagnostic specimens. Graduates are eligible to apply to take t"
689267,Advanced Technical Certificate | Code: C6028 | 33 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;biotech;data,A fast-track certification program in Biotechnology is available for
600181,Advanced Technical Certificate | Code: C6029 | 33 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;biotech;data,A fast-track certification program in Biotechnology is available for
452010,Advanced Technical Certificate | Code: C6030 | 33 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;biotech;data,A fast-track certification program in Biotechnology is available for
678631,Advanced Technical Certificate | Code: C6027 | 13 credits,CERTIFICATE,18,TBD,TBD,TBD,,
267804,Advanced Technical Certificate | Code: C6002 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
667957,Advanced Technical Certificate | Code: C6037 | 9 credits,CERTIFICATE,18,TBD,TBD,TBD,,
117255,Advanced Technical Certificate | Code: C6000 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
105624,Advanced Technical Certificate | Code: C6001 | 24 credits,CERTIFICATE,18,TBD,TBD,TBD,,
783120,Advanced Technical Certificate | Code: C6036 | 15 credits,CERTIFICATE,18,TBD,TBD,TBD,,
392344,Advanced Technical Certificate | Code: C6003 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;business,"Supply chain management is an interdisciplinary field that emphasizes cross-functional integration of diverse business functions, facilities, and activities and seeks to manage those activities to enhance a"
519418,Advanced Technical Certificate | Code: C6004 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;business,"Supply chain management is an interdisciplinary field that empha sizes cross-functional integration of diverse business functions, facilities, and activities and seeks to manage those activities to enhance a company's competitive advantage. The Advanced"
341770,Advanced Technical Certificate | Code: C6005 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;business,"Supply chain management is an interdisciplinary field that empha sizes cross-functional integration of diverse business functions, facilities, and activities and seeks to manage those activities to enhance a company's competitive advantage. The Advanced"
835365,College Credit Certificate | Code: 65075 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
298504,The College Credit Certificate in Accounting & Budgeting will prepare,CERTIFICATE,18,TBD,TBD,TBD,accounting;ai;data,"students to compute, classify, and record numerical data to keep financial records complete. Students will also be prepared to check the accuracy of figures, calculations, and postings pertaining to busi"
468898,College Credit Certificate | Code: 65077 | 27 credits,CERTIFICATE,18,TBD,TBD,TBD,,
489171,College Credit Certificate | Code: 65078 | 24 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;chemistry,"The Human Services program with a specialization in Addiction Studies is designed to prepare students for employment as human services specialists, human services practitioners, chemical dependency practitio ners, addiction specialists, mental health and social service practitioners, or to provide supplemental training for persons previously or currently employed in these occupations. The program is also designed to provide most of the general academic and addiction specific requirements of the "
774101,College Credit Certificate | Code: 66030 | 16 credits,CERTIFICATE,18,TBD,TBD,TBD,,
834865,College Credit Certificate | Code: 63018 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
877194,College Credit Certificate | Code: 63012 | 16 credits,CERTIFICATE,18,TBD,TBD,TBD,,
329803,College Credit Certificate | Code: 63017 | 16 credits,CERTIFICATE,18,TBD,TBD,TBD,,
898792,College Credit Certificate | Code: 64053 | 22 credits,CERTIFICATE,18,TBD,TBD,TBD,,
858777,College Credit Certificate | Code: 66040 | 9 credits,CERTIFICATE,18,TBD,TBD,TBD,ai,"As the impact of artificial intelligence (AI) expands to every industry, foundational knowledge of the applications of these systems is something employers are exceedingly looking for. The College Credit"
226103,Certificate in Artificial Intelligence Awareness is suited for students in,CERTIFICATE,18,TBD,TBD,TBD,ai,"any field interested in learning about the applications of AI across a variety of sectors, stages involved in a typical AI project, and the ethi"
118975,College Credit Certificate | Code: 66041 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,ai,"As artificial intelligence (AI) continues to expand in every industry, so will the demand for skilled professionals in applied AI. The College"
767789,College Credit Certificate | Code: 61000 | 15 credits,CERTIFICATE,18,TBD,TBD,TBD,,
362258,College Credit Certificate | Code: 68000 | 15 credits,CERTIFICATE,18,TBD,TBD,TBD,,
53941,College Credit Certificate | Code: 60002 | 19 credits,CERTIFICATE,18,TBD,TBD,TBD,,
201096,The College Credit Certificate in Biotechnology seeks to prepare,CERTIFICATE,18,TBD,TBD,TBD,biotech;data,"students for immediate entry-level employment in the biotechnol ogy, pharmaceutical, or medical-device manufacturing industry. The program prepares individuals in the principles, procedures, and prac tices used in the bioscience industries. The college credits granted"
900298,College Credit Certificate | Code: 66025 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
798580,College Credit Certificate | Code: 65109 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
631772,College Credit Certificate | Code: 65111 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
816786,College Credit Certificate | Code: 65110 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
187520,College Credit Certificate | Code: 65098 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
672249,College Credit Certificate | Code: 65097 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
637288,College Credit Certificate | Code: 65101 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
80393,College Credit Certificate | Code: 65061 | 9 credits,CERTIFICATE,18,TBD,TBD,TBD,,
269752,College Credit Certificate | Code: 66038 | 20 credits,CERTIFICATE,18,TBD,TBD,TBD,,
406839,College Credit Certificate | Code: 65022 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
675319,College Credit Certificate | Code: 65025 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
618074,College Credit Certificate | Code: 65027 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
355734,College Credit Certificate in Business Operations. Students may select,CERTIFICATE,18,TBD,TBD,TBD,business,
877258,College Credit Certificate | Code: 65031 | 18 credits,CERTIFICATE,18,TBD,TBD,TBD,,
718124,College Credit Certificate | Code: 65011 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
286848,College Credit Certificate | Code: 65100 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
161183,College Credit Certificate | Code: 65014 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
189557,College Credit Certificate | Code: 65015 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
458606,College Credit Certificate | Code: 65016 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
204045,College Credit Certificate | Code: 65020 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
192370,College Credit Certificate in Business Specialist. Students may select,CERTIFICATE,18,TBD,TBD,TBD,business,
742755,College Credit Certificate | Code: 65059 | 12 credits,CERTIFICATE,18,TBD,TBD,TBD,,
609236,College Credit Certificate | Code: 66050 | 16 credits,CERTIFICATE,18,TBD,TBD,TBD,,
889923,College Credit Certificate | Code: 68012 | 24 credits,CERTIFICATE,18,TBD,TBD,TBD,,
91805,College Credit Certificate | Code: 66070 | 14 credits,CERTIFICATE,18,TBD,TBD,TBD,,
351140,College Credit Certificate | Code: 66071 | 22 credits,CERTIFICATE,18,TBD,TBD,TBD,,
